ticker,company,price,date
KEGN,Kenya Electricity Generating Co. Ltd.,4.7,11/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.19,11/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.66,11/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,11/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,11/11/2020
KQ,Kenya Airways Limited,3.83,11/11/2020
KUKZ,Kakuzi Limited,368.5,11/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/11/2020
LIMT,Limuru Tea Company Limited,360,11/11/2020
LKL,Longhorn Publishers Limited,4.57,11/11/2020
MSC,Mumias Sugar Company Limited,0.28,11/11/2020
NBK,National Bank of Kenya Limited,4.12,11/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/11/2020
NIC,NIC Bank Limited,22.25,11/11/2020
NMG,Nation Media Group,15.2,11/11/2020
NSE,Nairobi Securities Exchange Limited,7.82,11/11/2020
OCH,Olympia Capital Holdings Limited,2.2,11/11/2020
ORCH,Kenya Orchards Limited,11.05,11/11/2020
PAFR,Sanlam Kenya Plc,13.15,11/11/2020
PORT,East African Portland Cement Co. Ltd,15.9,11/11/2020
SASN,Sasini Tea and Coffee Limited,18,11/11/2020
SCAN,ScanGroup Limited,6.3,11/11/2020
SCBK,Standard Chartered Bank Limited,157.5,11/11/2020
SCOM,Safaricom Limited,31.8,11/11/2020
SGL,Standard Group Limited,25.3,11/11/2020
TCL,Trans Century Limited,1.56,11/11/2020
TOTL,Total Kenya Limited,22.85,11/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,15.05,11/11/2020
UCHM,Uchumi Supermarket Limited,0.28,11/11/2020
UMME,Umeme Limited,7.18,11/11/2020
UNGA,Unga Group Limited,30.05,11/11/2020
WTK,Williamson Tea Kenya Limited,130,11/11/2020
XPRS,Express Kenya Limited,3.91,11/11/2020
ABSA,Absa Bank Kenya Plc,9.86,12/11/2020
ARM,ARM Cement Limited,5.55,12/11/2020
BAMB,Bamburi Cement Limited,24.7,12/11/2020
BAT,British American Tobacco (Kenya) Ltd.,365,12/11/2020
BERG,Crown Paints Kenya Limited,38,12/11/2020
BKG,Bank of Kigali Group Limited,12.6,12/11/2020
BOC,BOC Kenya Limited,60,12/11/2020
BRIT,Britam Holdings Limited,7.72,12/11/2020
C&G,Car and General (Kenya) Limited,22,12/11/2020
CABL,East African Cables Limited,1.38,12/11/2020
CARB,Carbacid Investments Limited,8,12/11/2020
CFC,Stanbic Holdings Limited,80,12/11/2020
CFCI,Liberty Kenya Holdings Limited,7.22,12/11/2020
CIC,CIC Insurance Group Limited,2.11,12/11/2020
COOP,Co-operative Bank of Kenya Limited,11.4,12/11/2020
DCON,Deacons (East Africa) Plc,0.45,12/11/2020
DTK,Diamond Trust Bank Kenya Limited,61.5,12/11/2020
EABL,East African Breweries Limited,160,12/11/2020
EGAD,Eaagads Limited,13.25,12/11/2020
EQTY,Equity Group Holdings Limited,36,12/11/2020
EVRD,Eveready East Africa Limited,0.94,12/11/2020
FAHR,STANLIB Fahari Income REIT,5.48,12/11/2020
FIRE,Sameer Africa Limited,3.5,12/11/2020
FTGH,Flame Tree Group Holdings Limited,1.44,12/11/2020
GLD,NewGold Exchange Traded Fund,"1,970.00",12/11/2020
HAFR,Home Afrika Limited,0.42,12/11/2020
HFCK,Housing Finance Company Limited,3.49,12/11/2020
I&M,I&M Holdings Plc,43.7,12/11/2020
ICDC,Centum Investment Company Limited,17.6,12/11/2020
JUB,Jubilee Holdings Limited,270,12/11/2020
KAPC,Kapchorua Tea Company Limited,79.5,12/11/2020
KCB,KCB Bank Kenya Limited,37.4,12/11/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.61,12/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.01,12/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.66,12/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,12/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,12/11/2020
KQ,Kenya Airways Limited,3.83,12/11/2020
KUKZ,Kakuzi Limited,365,12/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",12/11/2020
LIMT,Limuru Tea Company Limited,360,12/11/2020
LKL,Longhorn Publishers Limited,4.5,12/11/2020
MSC,Mumias Sugar Company Limited,0.28,12/11/2020
NBK,National Bank of Kenya Limited,4.12,12/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,12/11/2020
NIC,NIC Bank Limited,22.55,12/11/2020
NMG,Nation Media Group,15.75,12/11/2020
NSE,Nairobi Securities Exchange Limited,7.92,12/11/2020
OCH,Olympia Capital Holdings Limited,2.2,12/11/2020
ORCH,Kenya Orchards Limited,11.05,12/11/2020
PAFR,Sanlam Kenya Plc,12,12/11/2020
PORT,East African Portland Cement Co. Ltd,14.4,12/11/2020
SASN,Sasini Tea and Coffee Limited,18,12/11/2020
SCAN,ScanGroup Limited,6.34,12/11/2020
SCBK,Standard Chartered Bank Limited,148,12/11/2020
SCOM,Safaricom Limited,31.7,12/11/2020
SGL,Standard Group Limited,25.3,12/11/2020
TCL,Trans Century Limited,1.56,12/11/2020
TOTL,Total Kenya Limited,22.5,12/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,14.4,12/11/2020
UCHM,Uchumi Supermarket Limited,0.3,12/11/2020
UMME,Umeme Limited,7,12/11/2020
UNGA,Unga Group Limited,30.05,12/11/2020
WTK,Williamson Tea Kenya Limited,130,12/11/2020
XPRS,Express Kenya Limited,3.91,12/11/2020
ABSA,Absa Bank Kenya Plc,9.9,13/11/2020
ARM,ARM Cement Limited,5.55,13/11/2020
BAMB,Bamburi Cement Limited,24.9,13/11/2020
BAT,British American Tobacco (Kenya) Ltd.,365,13/11/2020
BERG,Crown Paints Kenya Limited,41,13/11/2020
BKG,Bank of Kigali Group Limited,12.6,13/11/2020
BOC,BOC Kenya Limited,60,13/11/2020
BRIT,Britam Holdings Limited,7.6,13/11/2020
C&G,Car and General (Kenya) Limited,21.8,13/11/2020
CABL,East African Cables Limited,1.31,13/11/2020
CARB,Carbacid Investments Limited,8,13/11/2020
CFC,Stanbic Holdings Limited,80,13/11/2020
CFCI,Liberty Kenya Holdings Limited,7.24,13/11/2020
CIC,CIC Insurance Group Limited,2.06,13/11/2020
COOP,Co-operative Bank of Kenya Limited,11.4,13/11/2020
DCON,Deacons (East Africa) Plc,0.45,13/11/2020
DTK,Diamond Trust Bank Kenya Limited,63,13/11/2020
EABL,East African Breweries Limited,159,13/11/2020
EGAD,Eaagads Limited,12.7,13/11/2020
EQTY,Equity Group Holdings Limited,36.8,13/11/2020
SCOM,Safaricom Limited,31.8,13/11/2020
EVRD,Eveready East Africa Limited,0.94,13/11/2020
FAHR,STANLIB Fahari Income REIT,5.34,13/11/2020
FIRE,Sameer Africa Limited,3.4,13/11/2020
FTGH,Flame Tree Group Holdings Limited,1.42,13/11/2020
GLD,NewGold Exchange Traded Fund,"1,970.00",13/11/2020
HAFR,Home Afrika Limited,0.4,13/11/2020
HFCK,Housing Finance Company Limited,3.45,13/11/2020
I&M,I&M Holdings Plc,43.7,13/11/2020
ICDC,Centum Investment Company Limited,17,13/11/2020
JUB,Jubilee Holdings Limited,270,13/11/2020
KAPC,Kapchorua Tea Company Limited,79.5,13/11/2020
KCB,KCB Bank Kenya Limited,37.5,13/11/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.63,13/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.17,13/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.64,13/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,13/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,13/11/2020
KQ,Kenya Airways Limited,3.83,13/11/2020
KUKZ,Kakuzi Limited,365,13/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",13/11/2020
LIMT,Limuru Tea Company Limited,360,13/11/2020
LKL,Longhorn Publishers Limited,4.5,13/11/2020
MSC,Mumias Sugar Company Limited,0.28,13/11/2020
NBK,National Bank of Kenya Limited,4.12,13/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,13/11/2020
NIC,NIC Bank Limited,22,13/11/2020
NMG,Nation Media Group,15.65,13/11/2020
NSE,Nairobi Securities Exchange Limited,7.9,13/11/2020
OCH,Olympia Capital Holdings Limited,2.2,13/11/2020
ORCH,Kenya Orchards Limited,11.05,13/11/2020
PAFR,Sanlam Kenya Plc,12,13/11/2020
PORT,East African Portland Cement Co. Ltd,14.4,13/11/2020
SASN,Sasini Tea and Coffee Limited,17.65,13/11/2020
SCAN,ScanGroup Limited,6.36,13/11/2020
SCBK,Standard Chartered Bank Limited,156.25,13/11/2020
SGL,Standard Group Limited,25.3,13/11/2020
TCL,Trans Century Limited,1.5,13/11/2020
TOTL,Total Kenya Limited,22.5,13/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,15.25,13/11/2020
UCHM,Uchumi Supermarket Limited,0.3,13/11/2020
UMME,Umeme Limited,7.2,13/11/2020
UNGA,Unga Group Limited,30.05,13/11/2020
WTK,Williamson Tea Kenya Limited,129.75,13/11/2020
XPRS,Express Kenya Limited,3.91,13/11/2020
ABSA,Absa Bank Kenya Plc,9.9,14/11/2020
ARM,ARM Cement Limited,5.55,14/11/2020
BAMB,Bamburi Cement Limited,24.9,14/11/2020
BAT,British American Tobacco (Kenya) Ltd.,365,14/11/2020
BERG,Crown Paints Kenya Limited,41,14/11/2020
BKG,Bank of Kigali Group Limited,12.6,14/11/2020
BOC,BOC Kenya Limited,60,14/11/2020
BRIT,Britam Holdings Limited,7.6,14/11/2020
C&G,Car and General (Kenya) Limited,21.8,14/11/2020
CABL,East African Cables Limited,1.31,14/11/2020
CARB,Carbacid Investments Limited,8,14/11/2020
CFC,Stanbic Holdings Limited,80,14/11/2020
CFCI,Liberty Kenya Holdings Limited,7.24,14/11/2020
CIC,CIC Insurance Group Limited,2.06,14/11/2020
COOP,Co-operative Bank of Kenya Limited,11.4,14/11/2020
DCON,Deacons (East Africa) Plc,0.45,14/11/2020
DTK,Diamond Trust Bank Kenya Limited,63,14/11/2020
EABL,East African Breweries Limited,159,14/11/2020
EGAD,Eaagads Limited,12.7,14/11/2020
EQTY,Equity Group Holdings Limited,36.8,14/11/2020
EVRD,Eveready East Africa Limited,0.94,14/11/2020
FAHR,STANLIB Fahari Income REIT,5.34,14/11/2020
FIRE,Sameer Africa Limited,3.4,14/11/2020
FTGH,Flame Tree Group Holdings Limited,1.42,14/11/2020
GLD,NewGold Exchange Traded Fund,"1,970.00",14/11/2020
HAFR,Home Afrika Limited,0.4,14/11/2020
HFCK,Housing Finance Company Limited,3.45,14/11/2020
I&M,I&M Holdings Plc,43.7,14/11/2020
ICDC,Centum Investment Company Limited,17,14/11/2020
JUB,Jubilee Holdings Limited,270,14/11/2020
KAPC,Kapchorua Tea Company Limited,79.5,14/11/2020
KCB,KCB Bank Kenya Limited,37.5,14/11/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.63,14/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.17,14/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.64,14/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,14/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,14/11/2020
KQ,Kenya Airways Limited,3.83,14/11/2020
KUKZ,Kakuzi Limited,365,14/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",14/11/2020
LIMT,Limuru Tea Company Limited,360,14/11/2020
LKL,Longhorn Publishers Limited,4.5,14/11/2020
MSC,Mumias Sugar Company Limited,0.28,14/11/2020
NBK,National Bank of Kenya Limited,4.12,14/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,14/11/2020
NIC,NIC Bank Limited,22,14/11/2020
NMG,Nation Media Group,15.65,14/11/2020
NSE,Nairobi Securities Exchange Limited,7.9,14/11/2020
OCH,Olympia Capital Holdings Limited,2.2,14/11/2020
ORCH,Kenya Orchards Limited,11.05,14/11/2020
PAFR,Sanlam Kenya Plc,12,14/11/2020
PORT,East African Portland Cement Co. Ltd,14.4,14/11/2020
SASN,Sasini Tea and Coffee Limited,17.65,14/11/2020
SCAN,ScanGroup Limited,6.36,14/11/2020
SCBK,Standard Chartered Bank Limited,156.25,14/11/2020
SCOM,Safaricom Limited,31.8,14/11/2020
SGL,Standard Group Limited,25.3,14/11/2020
TCL,Trans Century Limited,1.5,14/11/2020
TOTL,Total Kenya Limited,22.5,14/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,15.25,14/11/2020
UCHM,Uchumi Supermarket Limited,0.3,14/11/2020
UMME,Umeme Limited,7.2,14/11/2020
UNGA,Unga Group Limited,30.05,14/11/2020
WTK,Williamson Tea Kenya Limited,129.75,14/11/2020
XPRS,Express Kenya Limited,3.91,14/11/2020
ABSA,Absa Bank Kenya Plc,9.78,16/11/2020
ARM,ARM Cement Limited,5.55,16/11/2020
BAMB,Bamburi Cement Limited,25.45,16/11/2020
BAT,British American Tobacco (Kenya) Ltd.,365,16/11/2020
BERG,Crown Paints Kenya Limited,41,16/11/2020
BKG,Bank of Kigali Group Limited,12.6,16/11/2020
BOC,BOC Kenya Limited,60,16/11/2020
BRIT,Britam Holdings Limited,7.26,16/11/2020
C&G,Car and General (Kenya) Limited,21.8,16/11/2020
CABL,East African Cables Limited,1.29,16/11/2020
CARB,Carbacid Investments Limited,8.8,16/11/2020
CFC,Stanbic Holdings Limited,77.25,16/11/2020
CFCI,Liberty Kenya Holdings Limited,7.24,16/11/2020
CIC,CIC Insurance Group Limited,2.04,16/11/2020
COOP,Co-operative Bank of Kenya Limited,11.5,16/11/2020
DCON,Deacons (East Africa) Plc,0.45,16/11/2020
DTK,Diamond Trust Bank Kenya Limited,62.25,16/11/2020
EABL,East African Breweries Limited,159.25,16/11/2020
EGAD,Eaagads Limited,12.7,16/11/2020
EQTY,Equity Group Holdings Limited,36.75,16/11/2020
EVRD,Eveready East Africa Limited,0.94,16/11/2020
FAHR,STANLIB Fahari Income REIT,5.32,16/11/2020
FIRE,Sameer Africa Limited,3.32,16/11/2020
FTGH,Flame Tree Group Holdings Limited,1.42,16/11/2020
GLD,NewGold Exchange Traded Fund,"1,970.00",16/11/2020
HAFR,Home Afrika Limited,0.4,16/11/2020
HFCK,Housing Finance Company Limited,3.41,16/11/2020
I&M,I&M Holdings Plc,43.7,16/11/2020
ICDC,Centum Investment Company Limited,16.95,16/11/2020
JUB,Jubilee Holdings Limited,269,16/11/2020
KAPC,Kapchorua Tea Company Limited,79.5,16/11/2020
KCB,KCB Bank Kenya Limited,37.55,16/11/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.6,16/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.14,16/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.64,16/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,16/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,16/11/2020
KQ,Kenya Airways Limited,3.83,16/11/2020
KUKZ,Kakuzi Limited,365,16/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",16/11/2020
LIMT,Limuru Tea Company Limited,360,16/11/2020
LKL,Longhorn Publishers Limited,4.51,16/11/2020
MSC,Mumias Sugar Company Limited,0.28,16/11/2020
NBK,National Bank of Kenya Limited,4.12,16/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,16/11/2020
NIC,NIC Bank Limited,21.95,16/11/2020
NMG,Nation Media Group,16.2,16/11/2020
NSE,Nairobi Securities Exchange Limited,8,16/11/2020
OCH,Olympia Capital Holdings Limited,2.01,16/11/2020
ORCH,Kenya Orchards Limited,11.05,16/11/2020
PAFR,Sanlam Kenya Plc,12,16/11/2020
PORT,East African Portland Cement Co. Ltd,14.4,16/11/2020
SASN,Sasini Tea and Coffee Limited,17.65,16/11/2020
SCAN,ScanGroup Limited,6.34,16/11/2020
SCBK,Standard Chartered Bank Limited,152.25,16/11/2020
SCOM,Safaricom Limited,32.1,16/11/2020
SGL,Standard Group Limited,25.3,16/11/2020
TCL,Trans Century Limited,1.35,16/11/2020
TOTL,Total Kenya Limited,22.3,16/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,15.25,16/11/2020
UCHM,Uchumi Supermarket Limited,0.3,16/11/2020
UMME,Umeme Limited,7.2,16/11/2020
UNGA,Unga Group Limited,30.05,16/11/2020
WTK,Williamson Tea Kenya Limited,129.75,16/11/2020
XPRS,Express Kenya Limited,3.58,16/11/2020
ABSA,Absa Bank Kenya Plc,10,17/11/2020
ARM,ARM Cement Limited,5.55,17/11/2020
BAMB,Bamburi Cement Limited,25.95,17/11/2020
BAT,British American Tobacco (Kenya) Ltd.,365,17/11/2020
BERG,Crown Paints Kenya Limited,39,17/11/2020
BKG,Bank of Kigali Group Limited,13.8,17/11/2020
BOC,BOC Kenya Limited,61,17/11/2020
BRIT,Britam Holdings Limited,7.26,17/11/2020
C&G,Car and General (Kenya) Limited,21.8,17/11/2020
CABL,East African Cables Limited,1.28,17/11/2020
CARB,Carbacid Investments Limited,8.22,17/11/2020
CFC,Stanbic Holdings Limited,81,17/11/2020
CFCI,Liberty Kenya Holdings Limited,7.5,17/11/2020
CIC,CIC Insurance Group Limited,2.07,17/11/2020
COOP,Co-operative Bank of Kenya Limited,11.5,17/11/2020
DCON,Deacons (East Africa) Plc,0.45,17/11/2020
DTK,Diamond Trust Bank Kenya Limited,61.75,17/11/2020
EABL,East African Breweries Limited,160.25,17/11/2020
EGAD,Eaagads Limited,12.7,17/11/2020
EQTY,Equity Group Holdings Limited,36.55,17/11/2020
EVRD,Eveready East Africa Limited,0.91,17/11/2020
FAHR,STANLIB Fahari Income REIT,5.3,17/11/2020
FIRE,Sameer Africa Limited,3.2,17/11/2020
FTGH,Flame Tree Group Holdings Limited,1.38,17/11/2020
GLD,NewGold Exchange Traded Fund,"1,975.00",17/11/2020
HAFR,Home Afrika Limited,0.41,17/11/2020
HFCK,Housing Finance Company Limited,3.19,17/11/2020
I&M,I&M Holdings Plc,43.3,17/11/2020
ICDC,Centum Investment Company Limited,16.15,17/11/2020
JUB,Jubilee Holdings Limited,270,17/11/2020
KAPC,Kapchorua Tea Company Limited,75.75,17/11/2020
KCB,KCB Bank Kenya Limited,37.5,17/11/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.64,17/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.1,17/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.61,17/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,17/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,17/11/2020
KQ,Kenya Airways Limited,3.83,17/11/2020
KUKZ,Kakuzi Limited,365,17/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",17/11/2020
LIMT,Limuru Tea Company Limited,360,17/11/2020
LKL,Longhorn Publishers Limited,4.55,17/11/2020
MSC,Mumias Sugar Company Limited,0.28,17/11/2020
NBK,National Bank of Kenya Limited,4.12,17/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,17/11/2020
NIC,NIC Bank Limited,22.4,17/11/2020
NMG,Nation Media Group,16.6,17/11/2020
NSE,Nairobi Securities Exchange Limited,8,17/11/2020
OCH,Olympia Capital Holdings Limited,1.87,17/11/2020
ORCH,Kenya Orchards Limited,11.05,17/11/2020
PAFR,Sanlam Kenya Plc,11.8,17/11/2020
PORT,East African Portland Cement Co. Ltd,14.4,17/11/2020
SASN,Sasini Tea and Coffee Limited,17.3,17/11/2020
SCAN,ScanGroup Limited,6.4,17/11/2020
SCBK,Standard Chartered Bank Limited,151,17/11/2020
SCOM,Safaricom Limited,32.05,17/11/2020
SGL,Standard Group Limited,25.3,17/11/2020
TCL,Trans Century Limited,1.22,17/11/2020
TOTL,Total Kenya Limited,22.95,17/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,14.1,17/11/2020
UCHM,Uchumi Supermarket Limited,0.3,17/11/2020
UMME,Umeme Limited,7,17/11/2020
UNGA,Unga Group Limited,30.05,17/11/2020
WTK,Williamson Tea Kenya Limited,129.5,17/11/2020
XPRS,Express Kenya Limited,3.44,17/11/2020
ABSA,Absa Bank Kenya Plc,10,18/11/2020
BAMB,Bamburi Cement Limited,26.8,18/11/2020
BAT,British American Tobacco (Kenya) Ltd.,369,18/11/2020
BERG,Crown Paints Kenya Limited,39,18/11/2020
BKG,Bank of Kigali Group Limited,13.8,18/11/2020
BOC,BOC Kenya Limited,60,18/11/2020
BRIT,Britam Holdings Limited,7.5,18/11/2020
C&G,Car and General (Kenya) Limited,21.8,18/11/2020
CABL,East African Cables Limited,1.31,18/11/2020
CARB,Carbacid Investments Limited,8.34,18/11/2020
CFC,Stanbic Holdings Limited,81,18/11/2020
CFCI,Liberty Kenya Holdings Limited,7.5,18/11/2020
CIC,CIC Insurance Group Limited,2.05,18/11/2020
COOP,Co-operative Bank of Kenya Limited,11.45,18/11/2020
DCON,Deacons (East Africa) Plc,0.45,18/11/2020
DTK,Diamond Trust Bank Kenya Limited,61,18/11/2020
EABL,East African Breweries Limited,159.75,18/11/2020
EGAD,Eaagads Limited,12.7,18/11/2020
EQTY,Equity Group Holdings Limited,36.3,18/11/2020
EVRD,Eveready East Africa Limited,0.87,18/11/2020
FAHR,STANLIB Fahari Income REIT,5.32,18/11/2020
FIRE,Sameer Africa Limited,3.2,18/11/2020
FTGH,Flame Tree Group Holdings Limited,1.35,18/11/2020
GLD,NewGold Exchange Traded Fund,"1,975.00",18/11/2020
HAFR,Home Afrika Limited,0.37,18/11/2020
HFCK,Housing Finance Company Limited,3.21,18/11/2020
I&M,I&M Holdings Plc,43.5,18/11/2020
ICDC,Centum Investment Company Limited,16.05,18/11/2020
JUB,Jubilee Holdings Limited,270,18/11/2020
KAPC,Kapchorua Tea Company Limited,75.75,18/11/2020
KCB,KCB Bank Kenya Limited,36.8,18/11/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.59,18/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.15,18/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.63,18/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,18/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,18/11/2020
KQ,Kenya Airways Limited,3.83,18/11/2020
KUKZ,Kakuzi Limited,365,18/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",18/11/2020
LIMT,Limuru Tea Company Limited,360,18/11/2020
LKL,Longhorn Publishers Limited,4.5,18/11/2020
MSC,Mumias Sugar Company Limited,0.28,18/11/2020
NBK,National Bank of Kenya Limited,4.12,18/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,18/11/2020
NIC,NIC Bank Limited,22.5,18/11/2020
NMG,Nation Media Group,16.1,18/11/2020
NSE,Nairobi Securities Exchange Limited,8,18/11/2020
OCH,Olympia Capital Holdings Limited,2,18/11/2020
ORCH,Kenya Orchards Limited,11.05,18/11/2020
PAFR,Sanlam Kenya Plc,12,18/11/2020
PORT,East African Portland Cement Co. Ltd,14.4,18/11/2020
SASN,Sasini Tea and Coffee Limited,17.6,18/11/2020
SCAN,ScanGroup Limited,6.32,18/11/2020
SCBK,Standard Chartered Bank Limited,151.75,18/11/2020
SCOM,Safaricom Limited,31.95,18/11/2020
SGL,Standard Group Limited,25.3,18/11/2020
TCL,Trans Century Limited,1.23,18/11/2020
TOTL,Total Kenya Limited,22.95,18/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,14,18/11/2020
UCHM,Uchumi Supermarket Limited,0.3,18/11/2020
UMME,Umeme Limited,7,18/11/2020
UNGA,Unga Group Limited,30.05,18/11/2020
WTK,Williamson Tea Kenya Limited,129.5,18/11/2020
XPRS,Express Kenya Limited,3.2,18/11/2020
ABSA,Absa Bank Kenya Plc,9.76,19/11/2020
ARM,ARM Cement Limited,5.55,19/11/2020
BAMB,Bamburi Cement Limited,28,19/11/2020
BAT,British American Tobacco (Kenya) Ltd.,369.75,19/11/2020
BERG,Crown Paints Kenya Limited,39,19/11/2020
BKG,Bank of Kigali Group Limited,13.5,19/11/2020
BOC,BOC Kenya Limited,60,19/11/2020
BRIT,Britam Holdings Limited,7.3,19/11/2020
C&G,Car and General (Kenya) Limited,21.8,19/11/2020
CABL,East African Cables Limited,1.28,19/11/2020
CARB,Carbacid Investments Limited,8.98,19/11/2020
CFC,Stanbic Holdings Limited,83,19/11/2020
CFCI,Liberty Kenya Holdings Limited,7.5,19/11/2020
CIC,CIC Insurance Group Limited,2.06,19/11/2020
COOP,Co-operative Bank of Kenya Limited,11.65,19/11/2020
DCON,Deacons (East Africa) Plc,0.45,19/11/2020
DTK,Diamond Trust Bank Kenya Limited,64,19/11/2020
EABL,East African Breweries Limited,155,19/11/2020
EGAD,Eaagads Limited,12.7,19/11/2020
EQTY,Equity Group Holdings Limited,35.95,19/11/2020
EVRD,Eveready East Africa Limited,0.88,19/11/2020
FAHR,STANLIB Fahari Income REIT,5.34,19/11/2020
FIRE,Sameer Africa Limited,3.1,19/11/2020
FTGH,Flame Tree Group Holdings Limited,1.4,19/11/2020
GLD,NewGold Exchange Traded Fund,"1,975.00",19/11/2020
HAFR,Home Afrika Limited,0.37,19/11/2020
HFCK,Housing Finance Company Limited,3.02,19/11/2020
I&M,I&M Holdings Plc,43.75,19/11/2020
ICDC,Centum Investment Company Limited,16,19/11/2020
JUB,Jubilee Holdings Limited,266,19/11/2020
KAPC,Kapchorua Tea Company Limited,71.5,19/11/2020
KCB,KCB Bank Kenya Limited,35.95,19/11/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.79,19/11/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.14,19/11/2020
KPLC,Kenya Power & Lighting Co. Limited,1.62,19/11/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,19/11/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,19/11/2020
KQ,Kenya Airways Limited,3.83,19/11/2020
KUKZ,Kakuzi Limited,365,19/11/2020
KURV,Kurwitu Ventures Limited,"1,500.00",19/11/2020
LIMT,Limuru Tea Company Limited,360,19/11/2020
LKL,Longhorn Publishers Limited,4.51,19/11/2020
MSC,Mumias Sugar Company Limited,0.28,19/11/2020
NBK,National Bank of Kenya Limited,4.12,19/11/2020
NBV,Nairobi Business Ventures Ltd,0.71,19/11/2020
NIC,NIC Bank Limited,22.55,19/11/2020
NMG,Nation Media Group,15.5,19/11/2020
NSE,Nairobi Securities Exchange Limited,8.02,19/11/2020
OCH,Olympia Capital Holdings Limited,2.2,19/11/2020
ORCH,Kenya Orchards Limited,11.05,19/11/2020
PAFR,Sanlam Kenya Plc,12,19/11/2020
PORT,East African Portland Cement Co. Ltd,14.4,19/11/2020
SASN,Sasini Tea and Coffee Limited,17.3,19/11/2020
SCAN,ScanGroup Limited,6.08,19/11/2020
SCBK,Standard Chartered Bank Limited,150.5,19/11/2020
SCOM,Safaricom Limited,31.45,19/11/2020
SGL,Standard Group Limited,25.3,19/11/2020
TCL,Trans Century Limited,1.23,19/11/2020
TOTL,Total Kenya Limited,22.3,19/11/2020
TPSE,TPS Eastern Africa (Serena) Limited,14,19/11/2020
UCHM,Uchumi Supermarket Limited,0.29,19/11/2020
UMME,Umeme Limited,7,19/11/2020
UNGA,Unga Group Limited,30.05,19/11/2020
WTK,Williamson Tea Kenya Limited,129.5,19/11/2020
XPRS,Express Kenya Limited,3.1,19/11/2020
ABSA,Absa Bank Kenya Plc,9.58,11/20/2020
ARM,ARM Cement Limited,5.55,11/20/2020
BAMB,Bamburi Cement Limited,28.2,11/20/2020
BAT,British American Tobacco (Kenya) Ltd.,370,11/20/2020
